rating,review_length_text,review_length_title,polarity_text,polarity_title,subjectivity_text,subjectivity_title,lemmatized_text,lemmatized_title,day_of_week,month,year
1,313,5,-0.0375,0.0,0.4875,0.0,"['doubt', 'ever', 'fly', 'customer', 'team', 'abysmal', 'partner', 'fly', 'dubai', 'th', 'october', 'arrive', 'hour', 'behind', 'schedule', 'upon', 'arrive', 'dubai', 'luggage', 'nowhere', 'understand', 'baggage', 'missing', 'baggage', 'arrive', 'dubai', 'hour', 'partner', 'necessity', 'prescribe', 'medication', 'clothe', 'hygiene', 'product', 'hour', 'since', 'claim', 'expense', 'necessity', 'equate', 'roughly', 'process', 'anything', 'receipt', 'send', 'screenshot', 'purchase', 'order', 'online', 'tag', 'clothe', 'receipt', 'dispose', 'hotel', 'mistakenly', 'acknowledge', 'farce', 'top', 'bag', 'hour', 'expensive', 'city', 'dubai', 'behold', 'bag', 'arrive', 'gape', 'hole', 'side', 'able', 'damage', 'bag', 'hardcase', 'swissport', 'luggage', 'suitcase', 'contact', 'claim', 'day', 'resolve', 'anything', 'receipt', 'suppose', 'receipt', 'bag', 'purchase', 'year', 'damage', 'cause', 'customer', 'team', 'unhelpful', 'group', 'individual', 'ever', 'deal', 'strongly', 'encourage', 'anyone', 'contemplate', 'fly', 'future', 'serious', 'financial', 'burden', 'mishap', 'avoid']","['avoid', 'airfrance', 'cost']",Tuesday,11,2024
5,33,8,0.8000000000000002,1.0,0.7833333333333333,0.3,"['pros', 'food', 'quality', 'food', 'brilliant', 'comfort', 'ample', 'room', 'despite', 'economy', 'class', 'value', 'sense', 'rest']","['one', 'good', 'airline', 'world']",Sunday,11,2024
2,67,10,-0.0019999999999999,-0.25,0.5700000000000001,0.4,"['legroom', 'united', 'seats', 'tiny', 'similar', 'spirit', 'budget', 'food', 'recieve', 'snack', 'hour', 'return', 'trip', 'leave', 'snack', 'bar', 'open', 'avoid']","['legroom', 'seat', 'small', 'spirit', 'unite']",Sunday,11,2024
2,206,10,-0.0128888888888888,0.0,0.3522222222222222,0.0,"['rate', 'mile', 'plus', 'flyer', 'travel', 'continent', 'country', 'average', 'mainly', 'talk', 'speak', 'disrespectfully', 'non', 'french', 'asian', 'wife', 'fluent', 'language', 'fluent', 'language', 'hear', 'speak', 'disrespectfully', 'derogatory', 'mostly', 'american', 'citizen', 'dress', 'dress', 'wife', 'dislike', 'usually', 'fly', 'business', 'available', 'multimillion', 'own', 'rental', 'complex', 'east', 'coast', 'dress', 'counter', 'arrogance', 'talk', 'understand', 'french', 'rdu', 'cdg', 'talk', 'french', 'negative', 'mocking', 'manner', 'understand', 'especially', 'american', 'landingpilot', 'rough', 'maybe', 'training', 'simulator', 'overall', 'despite', 'code', 'share', 'delta', 'fly']","['rate', 'airline', 'disrespectful', 'staff', 'non', 'french', 'passenger']",Saturday,11,2024
1,313,1,0.0228968253968253,-1.0,0.5263888888888889,1.0,"['incredibly', 'rude', 'french', 'person', 'line', 'insist', 'carry', 'bag', 'large', 'absolutely', 'proceed', 'walk', 'away', 'threaten', 'change', 'understand', 'issue', 'express', 'concern', 'bag', 'contain', 'medically', 'necessary', 'equipment', 'risk', 'lose', 'extend', 'overseas', 'trip', 'continue', 'threaten', 'switch', 'also', 'insist', 'switch', 'bag', 'express', 's', 'bag', 'switch', 'end', 'additional', 'bag', 'barely', 'medical', 'equipment', 'original', 'bag', 'obviously', 'mean', 'space', 'sense', 'navigate', 'unfortunate', 'experience', 'note', 'person', 'intentionally', 'instigate', 'similar', 'interpret', 'american', 'arrive', 'seat', 'french', 'patron', 'bring', 'carry', 'onboard', 'bin', 'I', 've', 'seat', 'remove', 'overhead', 'bin', 'understand', 'nationality', 'care', 'americans', 'certain', 'attitude', 'I', 'm', 'honestly', 'blow', 'away', 'extreme', 'rudeness', 'discrimination', 'especially', 'servicebase', 'industry', 'inflight', 'experience', 'domestic', 'hour', 'incredibly', 'cramp', 'cabin', 'temperature', 'uncomfortable', 'food', 'unimpressive', 'board', 'barely', 'ultimately', 'I', 'm', 'disgusted', 'experience', 'hope', 'beyond', 'hope', 'return', 'different', 'improve']",['disgust'],Friday,11,2024
5,27,5,0.5,0.0,0.65,0.0,"['scammer', 'world', 'rip', 'flease', 'sell', 'body', 'else']","['air', 'france', 'finacial', 'masacist']",Friday,11,2024
1,329,5,-0.0106666666666666,0.0,0.523,0.0,"['incredibly', 'shock', 'avoidance', 'tactic', 'botch', 'conference', 'baggage', 'delay', 'day', 'entitle', 'receive', 'compensation', 'accordance', 'eu', 'right', 'process', 'accept', 'claim', 'agree', 'compensate', 'financially', 'per', 'eu', 'law', 'money', 'receive', 'numerous', 'attempt', 'contact', 'customer', 'support', 'complete', 'silence', 'response', 'close', 'numerous', 'customer', 'support', 'response', 'payment', 'shortly', 'year', 'since', 'claim', 'information', 'despite', 'write', 'confirmation', 'intent', 'wire', 'compensation', 'claim', 'proceed', 'legal', 'action', 'headquarters', 'refuse', 'receive', 'notification', 'letter', 'recipient', 'name', 'order', 'accept', 'letter', 'provide', 'name', 'person', 'either', 'customer', 'support', 'legal', 'department', 'anything', 'possibly', 'avoid', 'accountability', 'amazed', 'resilience', 'playing', 'game', 'endurance', 'hope', 'lose', 'interest', 'forget', 'claim', 'nobody', 'accountable', 'intentionally', 'impossible', 'escalate', 'senior', 'manager', 'talk', 'reply', 'email', 'claim', 'ticket', 'support', 'headquarters', 'violate', 'right', 'outright', 'tactic', 'avoid', 'liability', 'leave', 'litigation', 'otherwise', 'cabin', 'especially', 'fond', 'klm', 'clear', 'adhere', 'responsibility', 'wrong', 'value', 'customer', 'liability', 'hope', 'disappear', 'keep', 'mind', 'next']","['customer', 'support', 'avoidance', 'tactic']",Friday,11,2024
1,23,2,0.05,0.0,0.558,0.0,"['experience', 'ever', 'quality', 'top', 'shout', 'unprofessional', 'attitude']","['unprofessional', 'attitude']",Thursday,10,2024
1,40,2,-0.1303571428571428,-0.6999999999999998,0.4952380952380952,0.6666666666666666,"['first', 'canada', 'french', 'really', 'experience', 'cheap', 'quality', 'seat', 'tight', 'food', 'quality', 'fly', 'ever']","['bad', 'experience']",Wednesday,10,2024
3,120,3,-0.0613636363636363,-1.0,0.4121212121212121,1.0,"['recommend', 'travel', 'customer', 'food', 'constantly', 'run', 'whatever', 'leave', 'word', 'eat', 'leftover', 'nobody', 'care', 'able', 'eat', 'since', 'allergic', 'vegetable', 'leave', 'vegetarian', 'food', 'woman', 'front', 'issue', 'ñ', 'member', 'solve', 'issue', 'apologize', 'speak', 'french', 'speak', 'french', 'might', 'different', 'story', 'issue', 'might', 'solve']","['terrible', 'customer', 'service']",Monday,9,2024
1,458,6,0.0141598915989159,-1.0,0.4431571815718158,1.0,"['partner', 'visit', 'bangkok', 'depart', 'manchester', 'via', 'amsterdam', 'klm', 'outbound', 'journey', 'premium', 'economy', 'klm', 'decide', 'likely', 'similar', 'opt', 'upgrade', 'business', 'class', 'return', 'leg', 'regrettably', 'assumption', 'match', 'klm', 'standard', 'truth', 'contrary', 'state', 'website', 'fly', 'business', 'class', 'seat', 'seat', 'clean', 'dettol', 'wipe', 'additionally', 'seat', 'appear', 'wear', 'condition', 'extremely', 'unfair', 'essentially', 'create', 'lottery', 'regard', 'refit', 'have', 'fare', 'decide', 'relax', 'movie', 'be', 'possible', 'entertainment', 'system', 'freeze', 'repeatedly', 'impossible', 'watch', 'film', 'listen', 'audio', 'lunch', 'business', 'class', 'cabin', 'hour', 'unlike', 'klm', 'constant', 'refreshment', 'premium', 'economy', 'provide', 'male', 'seem', 'visibly', 'frustrate', 'request', 'feel', 'nuisance', 'despite', 'press', 'bell', 'either', 'walk', 'straight', 'past', 'minute', 'respond', 'flag', 'spend', 'entire', 'thirsty', 'sit', 'around', 'laugh', 'midgalley', 'curtain', 'draw', 'eventually', 'help', 'banana', 'orange', 'forward', 'galley', 'pour', 'water', 'feel', 'business', 'class', 'cabin', 'practically', 'abandon', 'help', 'dinner', 'finally', 'serve', 'rush', 'due', 'turbulence', 'meal', 'basic', 'accompany', 'warm', 'flat', 'coke', 'alcohol', 'turbulence', 'allow', 'enough', 'serve', 'drink', 'knowledge', 'aviation', 'pilot', 'warn', 'turbulence', 'taf', 'report', 'ride', 'report', 'pilot', 'conclusion', 'real', 'shame', 'klm', 'partner', 'avoid', 'either', 'future', 'refuse', 'business', 'class', 'ticket', 'economy', 'perhaps', 'complete', 'cabin', 'refresh', 'start', 'care', 'might', 'reconsider', 'ill', 'stick', 'emirate']","['awful', 'business', 'class', 'experience', 'never']",Sunday,9,2024
1,195,5,0.0083333333333333,-0.5,0.5354166666666668,0.9,"['travel', 'daughter', 'summer', 'hol', 'jeddah', 'washington', 'via', 'cdg', 'jeddah', 'delay', 'hour', 'cause', 'miss', 'connect', 'cdg', 'hotel', 'night', 'next', 'morning', 'reach', 'hotel', 'information', 'night', 'till', 'resolve', 'young', 'daughter', 'spare', 'clothe', 'medication', 'next', 'day', 'realize', 'confirm', 'ticket', 'washington', 'finally', 'seat', 'furthermore', 'reach', 'washington', 'baggage', 'delay', 'clothe', 'day', 'whole', 'ordeal', 'loss', 'absolute', 'disaster', 'iad', 'reimburse', 'deny', 'reimbursement', 'ignore', 'claim', 'email', 'speak', 'anyone', 'lie', 'reimbursement', 'taking', 'responsibility', 'consequence', 'loss', 'damage', 'caused', 'fly']","['nightmare', 'never', 'fly', 'air', 'france']",Sunday,9,2024
5,136,11,0.3917647058823529,0.0,0.54,0.0,"['pros', 'professional', 'international', 'national', 'carrier', 'provide', 'international', 'competitive', 'price', 'itinerary', 'line', 'cdg', 'board', 'con', 'fly', 'enjoyable', 'experience', 'visit', 'provide', 'direct', 'non', 'stop', 'destination', 'enjoy', 'disembark', 'getting', 'luggage', 'iad', 'exhaiste', 'tedious', 'none', 'fault', 'resonsibility', 'worth', 'cost', 'fare', 'competitive', 'reasonable', 'visit', 'course', 'intend', 'advice', 'recommend']","['pro', 'con', 'advice', 'visit', 'cdg', 'iad', 'af']",Saturday,9,2024
5,17,3,0.4958333333333333,0.8000000000000002,0.66875,0.75,"['clean', 'experience', 'love', 'fly']","['great', 'great', 'great']",Saturday,9,2024
1,82,1,-0.278125,-1.0,0.571875,1.0,"['lose', 'luggage', 'due', 'luggage', 'deliver', 'day', 'sufficient', 'connect', 'assure', 'ihr', 'enough', 'leave', 'board', 'care', 'connect', 'food', 'jeep', 'heat', 'turn', 'water', 'shocking']",['shocking'],Friday,9,2024
1,86,6,0.0093749999999999,-1.0,0.50625,1.0,"['absolute', 'naples', 'boston', 'delay', 'due', 'overbooke', 'hour', 'delay', 'day', 'representative', 'lose', 'bagage', 'customer', 'different', 'answer', 'contact', 'outside', 'keep', 'hear', 'story', 'people', 'dissatisfy', 'intention']","['bad', 'airline', 'use']",Friday,9,2024
1,31,5,-0.0416666666666666,0.0,0.3666666666666667,0.0,"['delay', 'hr', 'refuse', 'serve', 'alcohol', 'apparently', 'half', 'morning', 'rude', 'feel', 'embarrassed', 'comment']","['delay', 'drink', 'option']",Thursday,9,2024
5,49,4,0.6291666666666668,0.0,0.765,0.0,"['experience', 'helpline', 'friendly', 'seat', 'comfortable', 'inflight', 'entertainment', 'topnotch', 'customer', 'help', 'issue', 'contact', 'tollfree', 'number', 'highly', 'recommend']","['air', 'france', 'contact', 'number']",Thursday,9,2024
1,305,2,0.1526515151515151,0.0,0.4866161616161616,0.0,"['delta', 'fly', 'second', 'leg', 'nairobi', 'horror', 'show', 'experience', 'mechanical', 'issue', 'taxi', 'runway', 'instead', 'deplane', 'keep', 'tarmac', 'hour', 'decide', 'schedule', 'hour', 'deplane', 'promise', 'free', 'lunch', 'restaurant', 'food', 'inform', 'else', 'line', 'voucher', 'people', 'eat', 'meal', 'reimburse', 'board', 'sit', 'almost', 'hour', 'arrive', 'nairobi', 'land', 'incorrect', 'instruction', 'rebooke', 'accommodation', 'exhaust', 'walk', 'sole', 'residential', 'building', 'restaurant', 'premise', 'nearby', 'walk', 'nearly', 'mile', 'reach', 'shuttle', 'building', 'bag', 'dinner', 'consist', 'premade', 'sandwich', 'juice', 'box', 'nondescript', 'pastry', 'welcome', 'rebooke', 'dubai', 'instead', 'direct', 'african', 'day', 'claim', 'able', 'reach', 'nairobi', 'originate', 'refuse', 'compensation', 'either', 'cancel']","['horror', 'show']",Wednesday,9,2024
1,318,8,-0.090581955922865,0.0,0.493767217630854,0.0,"['journey', 'begin', 'june', 'th', 'seemingly', 'ordinary', 'day', 'baggage', 'vanish', 'labyrinth', 'logistics', 'marrakech', 'morocco', 'york', 'mark', 'start', 'frustrating', 'ordeal', 'test', 'patience', 'resilience', 'upon', 'discover', 'luggage', 'nowhere', 'immediately', 'file', 'claim', 'jfk', 'obtain', 'claim', 'number', 'phone', 'number', 'despite', 'repeat', 'attempt', 'unable', 'reach', 'anyone', 'phone', 'frustrate', 'cabs', 'multiple', 'hope', 'answer', 'trace', 'baggage', 'despite', 'repeat', 'attempt', 'contact', 'klm', 'customer', 'receive', 'little', 'assistance', 'initial', 'shock', 'turn', 'mount', 'sense', 'frustration', 'day', 'turn', 'week', 'sign', 'belonging', 'pass', 'anxiety', 'grow', 'suitcase', 'contain', 'essential', 'item', 'include', 'toiletry', 'clothe', 'valuable', 'electronic', 'belonging', 'felt', 'strand', 'unable', 'fully', 'enjoy', 'trip', 'staggering', 'day', 'finally', 'retrieve', 'baggage', 'upon', 'return', 'marrakech', 'august', 'nd', 'however', 'upon', 'inspection', 'appal', 'discover', 'suitcase', 'significantly', 'damage', 'content', 'scatter', 'dismayed', 'discover', 'content', 'suitcase', 'consent', 'merely', 'match', 'bag', 'tag', 'task', 'easily', 'accomplish', 'violate', 'privacy', 'violation', 'policy', 'regard', 'lose', 'baggage', 'day', 'couple', 'lack', 'urgency', 'evasive', 'tactic', 'leave', 'feel', 'frustrated', 'disrespected', 'believe', 'primary', 'concern', 'avoid', 'responsibility', 'rather', 'resolve', 'issue', 'handle', 'delay', 'baggage', 'claim', 'unacceptable', 'confidence', 'ability', 'provide', 'adequate', 'customer']","['avoid', 'air', 'france', 'klm', 'cost']",Wednesday,9,2024
1,42,2,-0.1645833333333333,-1.0,0.9833333333333334,1.0,"['sister', 'uncomfortable', 'be', 'serve', 'water', 'fellow', 'disturb', 'ill', 'anyone', 'fly', 'ever', 'disgust']","['horrible', 'flight']",Monday,9,2024
2,171,3,0.0595588235294117,-0.75,0.5071428571428571,0.75,"['day', 'daughter', 'travel', 'senegal', 'lax', 'la', 'wonderful', 'encounter', 'rude', 'irritated', 'rude', 'daughter', 'daughter', 'sweet', 'little', 'girl', 'world', 'travel', 'trust', 'people', 'professional', 'child', 'extra', 'fee', 'care', 'daughter', 'wish', 'name', 'daughter', 'recall', 'lady', 'name', 'shock', 'lady', 'scream', 'simple', 'question', 'simply', 'wifi', 'game', 'free', 'anyone', 'deserve', 'yell', 'simple', 'question', 'especially', 'child', 'behavior', 'employee', 'disappoint', 'hurt', 'trust', 'child']","['disappoint', 'hurt']",Sunday,9,2024
1,303,10,-0.0136041666666666,-0.4,0.3763333333333333,0.5,"['alternative', 'carrier', 'return', 'abu', 'dhabi', 'vacation', 'europe', 'decide', 'schedule', 'suit', 'plan', 'approximately', 'hour', 'additional', 'premium', 'extra', 'leg', 'room', 'seat', 'ab', 'however', 'b', 'damp', 'dirty', 'food', 'waste', 'evident', 'around', 'seat', 'cabin', 'provide', 'wet', 'wipe', 'clean', 'seat', 'state', 'happen', 'sit', 'night', 'blanket', 'duration', 'barrier', 'avoid', 'sit', 'damp', 'portion', 'seat', 'whole', 'row', 'area', 'c', 'clearly', 'clean', 'standard', 'provide', 'photo', 'meal', 'arrive', 'build', 'table', 'also', 'break', 'photo', 'provide', 'seat', 'support', 'tray', 'food', 'drink', 'necessitate', 'balancing', 'act', 'eat', 'pointed', 'whole', 'appear', 'wear', 'dirty', 'toilet', 'test', 'smell', 'tolerance', 'overpower', 'smell', 'urine', 'raise', 'official', 'complaint', 'request', 'refund', 'additional', 'levy', 'seat', 'due', 'condition', 'dismiss', 'appear', 'auto', 'generate', 'response', 'ai', 'frequent', 'flyer', 'average', 'year', 'different', 'however', 'standard', 'onboard', 'especially', 'middle', 'eastern', 'avoid', 'future']","['poor', 'aircraft', 'cleanliness', 'break', 'facility', 'lack', 'customer', 'engagement']",Sunday,9,2024
1,28,8,0.1666666666666666,0.0,0.625,0.0,"['day', 'rome', 'parislondon', 'total', 'hour', 'delay', 'plus', 'miss', 'quick', 'question', 'offarrive']","['air', 'france', 'flight', 'arrive', 'time']",Saturday,8,2024
1,352,2,0.0993896484375,0.390625,0.4986111111111111,0.9,"['grandparents', 'aunt', 'uncle', 'suppose', 'cruise', 'barcelona', 'seattle', 'barcelona', 'first', 'seattle', 'hour', 'due', 'disorganize', 'traffic', 'badly', 'manage', 'policy', 'seatac', 'miss', 'barcelona', 'minute', 'exhaust', 'run', 'around', 'whole', 'walk', 'counter', 'speak', 'people', 'treat', 'absolute', 'understand', 'customer', 'satisfaction', 'first', 'personally', 'can', 'believe', 'people', 'audacity', 'treat', 'show', 'true', 'color', 'upsetting', 'nerveracking', 'also', 'speak', 'manager', 'multiple', 'manager', 'end', 'ticket', 'barcelona', 'day', 'unfortunately', 'cruise', 'ship', 'leave', 'arrive', 'act', 'surprised', 'show', 'remorse', 'cruise', 'first', 'stop', 'seville', 'per', 'person', 'since', 'fault', 'miss', 'connect', 'damage', 'basically', 'middle', 'finger', 'send', 'eventually', 'able', 'rebook', 'barcelona', 'barcelona', 'seville', 'due', 'mishap', 'lose', 'day', 'cruise', 'sanity', 'repeat', 'ever', 'fly']","['absolute', 'madness']",Wednesday,8,2024
2,119,5,-0.0618386243386243,0.0,0.5658068783068783,0.0,"['feel', 'budget', 'normal', 'recently', 'fly', 'toronto', 'suck', 'pretty', 'dirty', 'crumb', 'floor', 'food', 'tray', 'dirty', 'disgusting', 'cupholder', 'sticky', 'juice', 'soda', 'dry', 'hear', 'seat', 'uncomfortable', 'screen', 'crack', 'movie', 'selection', 'pretty', 'limited', 'system', 'food', 'bread', 'rock', 'overall', 'subpar', 'recommend', 'klm', 'instead']","['feel', 'like', 'budget', 'airline']",Wednesday,8,2024
5,47,5,0.6321428571428571,0.86875,0.7464285714285713,0.75,"['start', 'finish', 'class', 'frankfurt', 'breeze', 'cdg', 'mess', 'however', 'lounge', 'love', 'attentive', 'food', 'selection', 'drink', 'selection', 'movie']","['great', 'airline', 'impeccable', 'service']",Wednesday,8,2024
1,122,7,-0.0833333333333333,-1.0,0.4125,1.0,"['recently', 'disappointing', 'experience', 'baggage', 'lose', 'despite', 'effort', 'customer', 'team', 'resolve', 'issue', 'meet', 'resistance', 'lack', 'cooperation', 'obtain', 'refund', 'lose', 'item', 'training', 'talk', 'customer', 'believe', 'hire', 'uneducated', 'people', 'company', 'refusal', 'responsibility', 'mishandle', 'baggage', 'frustrate', 'leave', 'feel', 'undervalued', 'customer', 'urge', 'improve', 'policy', 'procedure', 'handle', 'lose', 'baggage', 'serve', 'future']","['bad', 'experience', 'ever', 'recommend', 'anyone']",Wednesday,8,2024
